Options:
Model:                           Independent Contrasts
Tree File Name:                  all_flower_length.Nex.trees
Data File Name:                  all_flower_length_log.txt
Log File Name:                   Non_varrates_cacti_flower_length.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            12345
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      50000000
Burn in:                         20000000
MCMC ML Start:                   False
Schedule File:                   Non_varrates_cacti_flower_length.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       774
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	
20105000	-950.461578	1	3.645932261406	0.341361948224	
20110000	-949.757091	1	1.001248141306	0.355338063810	
20115000	-951.542638	1	2.510745467343	0.294345019694	
20120000	-949.088645	1	0.039206575328	0.324437097272	
20125000	-948.976661	1	0.727317466125	0.316309603196	
20130000	-948.812665	1	1.486323479065	0.318179788318	
20135000	-948.731815	1	1.562173043558	0.320808877978	
20140000	-949.583851	1	3.096462264335	0.332514459386	
20145000	-952.793509	1	2.188349024789	0.380819640812	
20150000	-948.821288	1	1.743089463461	0.338586428197	
20155000	-950.589835	1	-1.192571358694	0.320176633027	
20160000	-949.001365	1	2.178646321728	0.319350877584	
20165000	-948.914476	1	2.152074538319	0.336397929257	
20170000	-949.291909	1	2.738335177109	0.335613848249	
20175000	-949.406252	1	-0.345013521827	0.333594430967	
20180000	-948.865775	1	2.196291347274	0.325197975961	
20185000	-949.074227	1	0.133470480676	0.336327229312	
20190000	-948.812787	1	1.520610270344	0.339630505494	
20195000	-948.938214	1	0.329406502257	0.335629201205	
20200000	-948.755497	1	0.538707155427	0.329115422519	
20205000	-953.266764	1	3.412255685855	0.290120138520	
20210000	-949.356966	1	2.677706146079	0.339650006977	
20215000	-949.498348	1	-0.466876366621	0.328551301061	
20220000	-949.282353	1	2.602610325396	0.319519878902	
20225000	-949.222566	1	2.634372947290	0.336282972937	
20230000	-948.611703	1	1.246013702965	0.332017723933	
20235000	-949.143861	1	0.171898663980	0.339478623529	
20240000	-948.968377	1	0.194539319872	0.332896228457	
20245000	-948.724449	1	1.840144593994	0.333544979941	
20250000	-949.088983	1	2.418438648397	0.337136427740	
20255000	-950.790277	1	-1.262715741941	0.317996917630	
20260000	-949.580925	1	-0.322076762630	0.318319213682	
20265000	-948.747342	1	1.911528652267	0.324292313042	
20270000	-948.756903	1	1.991453293983	0.331766540794	
20275000	-949.467097	1	-0.320631595979	0.321454001482	
20280000	-949.414720	1	2.901715629188	0.324440632562	
20285000	-949.191672	1	2.431385129462	0.318512048769	
20290000	-949.355451	1	2.880929412459	0.327707092006	
20295000	-949.403113	1	2.891883158344	0.334280968341	
20300000	-948.847809	1	2.083829626614	0.334960732626	
20305000	-949.280320	1	1.565013037390	0.348775275136	
20310000	-950.244050	1	3.005425414404	0.351169265283	
20315000	-948.909244	1	1.057222108488	0.316070809875	
20320000	-949.449332	1	0.968621245630	0.351222606060	
20325000	-949.447453	1	0.833049514177	0.308553130685	
20330000	-948.630293	1	0.929583258683	0.327799736816	
20335000	-949.144102	1	1.981564464302	0.344383630061	
20340000	-950.053216	1	0.645643341021	0.357788020711	
20345000	-948.798901	1	1.611009452012	0.338816948125	
20350000	-948.612433	1	1.333558397258	0.332040989459	
20355000	-948.792711	1	1.944994001719	0.335155172391	
20360000	-948.662552	1	0.984587656070	0.333771255117	
20365000	-953.370492	1	3.392993901920	0.378165728727	
20370000	-949.000655	1	2.173812874081	0.338927691213	
20375000	-948.766714	1	0.627879269990	0.323687825667	
20380000	-949.398181	1	-0.358782681663	0.327068904435	
20385000	-949.876517	1	3.320710677881	0.324390724862	
20390000	-949.020153	1	0.199316046183	0.335851362369	
20395000	-948.894415	1	2.081162114865	0.321075891413	
20400000	-948.789813	1	0.960341123076	0.338600396037	
20405000	-951.455099	1	-1.287282945402	0.354140619215	
20410000	-950.500989	1	-0.964338368314	0.345791964149	
20415000	-948.651804	1	1.281961467801	0.334559457997	
20420000	-948.622638	1	0.971139700908	0.329827555860	
20425000	-949.065030	1	2.217127410603	0.318259136824	
20430000	-949.527835	1	-0.070168386027	0.314743091767	
20435000	-949.225988	1	1.316976170167	0.348266054639	
20440000	-948.595800	1	1.271565077880	0.327286917072	
20445000	-951.194832	1	3.504978508958	0.356624703877	
20450000	-949.725868	1	-0.045271297028	0.311312362080	
20455000	-953.235722	1	-2.572241684922	0.345097272437	
20460000	-948.912239	1	0.275283024922	0.332374793792	
20465000	-949.160113	1	2.281979522811	0.341592303231	
20470000	-948.829851	1	1.393956355145	0.340420400794	
20475000	-948.727452	1	1.477020207025	0.337188606873	
20480000	-949.133426	1	1.254533382379	0.311929357744	
20485000	-949.752355	1	2.938601273897	0.315859177818	
20490000	-948.685572	1	0.727683719076	0.327555860579	
20495000	-949.149296	1	-0.075335541336	0.331808524322	
20500000	-949.268699	1	1.675227966107	0.310682544376	
20505000	-949.666797	1	0.122447497748	0.310334708163	
20510000	-949.079815	1	1.610190188350	0.345225018776	
20515000	-948.660005	1	1.255999691543	0.334944339201	
20520000	-948.918875	1	2.241490225832	0.323552877509	
20525000	-951.852163	1	-2.038255881084	0.329489585659	
20530000	-949.083803	1	2.453117585768	0.322283766894	
20535000	-949.037324	1	0.055314677813	0.328828992390	
20540000	-948.901240	1	2.205493383908	0.334577034315	
20545000	-948.717308	1	1.133111827540	0.320711734464	
20550000	-949.811873	1	1.525553325818	0.356063014824	
20555000	-952.382593	1	0.002449598189	0.376182016897	
20560000	-949.006082	1	0.834426238736	0.315079868055	
20565000	-948.716145	1	0.871798504679	0.335292377303	
20570000	-949.206619	1	1.320847545994	0.310874309262	
20575000	-949.893320	1	-0.805313200925	0.327137341637	
20580000	-949.972964	1	-0.587158849058	0.316013097515	
20585000	-949.551267	1	2.613850562040	0.345232210989	
20590000	-949.011156	1	1.630211506518	0.314547484536	
20595000	-949.184225	1	1.814512843185	0.312506687097	
20600000	-948.709174	1	1.454282643440	0.321073310139	
20605000	-950.057024	1	3.049208898812	0.347520851055	
20610000	-948.639747	1	1.676475705116	0.327923759490	
20615000	-949.058893	1	1.869760377890	0.343486686812	
20620000	-948.674110	1	0.755243314813	0.329033149006	
20625000	-948.644492	1	1.695005024486	0.329689446249	
20630000	-948.793365	1	0.999379936772	0.318970387548	
20635000	-949.750156	1	2.956443520398	0.343332986553	
20640000	-949.606862	1	-0.457320010839	0.321409374553	
20645000	-949.567190	1	0.384166525382	0.309431068339	
20650000	-950.505565	1	1.417800363168	0.363645407716	
20655000	-948.675003	1	0.948980597643	0.323503011726	
20660000	-948.763595	1	1.700847252086	0.320734667195	
20665000	-952.068391	1	1.989269980458	0.376021340577	
20670000	-951.574735	1	4.207003587251	0.315384570407	
20675000	-949.466085	1	2.927144708858	0.335797442953	
20680000	-949.428217	1	-0.252269581649	0.338320594536	
20685000	-949.308366	1	2.834820874783	0.330025220284	
20690000	-949.750266	1	0.397883635013	0.352770834204	
20695000	-950.692911	1	-1.383701272580	0.329669312693	
20700000	-948.806656	1	2.127390098681	0.329988473158	
20705000	-950.901673	1	3.535251189388	0.309590775880	
20710000	-948.849371	1	0.866990727587	0.339737670959	
20715000	-948.610086	1	1.150304774058	0.326047403869	
20720000	-949.321195	1	2.544727757456	0.317438856307	
20725000	-950.994720	1	3.278342584443	0.357366029686	
20730000	-949.963106	1	-0.870261441774	0.329017736045	
20735000	-949.511367	1	0.049085830620	0.345859036862	
20740000	-949.013304	1	0.466360758231	0.340346664232	
20745000	-950.535339	1	-0.125840294132	0.303118230966	
20750000	-948.695579	1	1.852334059230	0.326878348599	
20755000	-948.879967	1	1.410147841618	0.316465381815	
20760000	-950.561029	1	1.299975938822	0.297672545442	
20765000	-949.308667	1	0.090152204704	0.316523561078	
20770000	-949.562743	1	-0.017775093854	0.313424424005	
20775000	-949.400019	1	0.113112027017	0.344561478836	
20780000	-950.937844	1	1.393376549768	0.367703194524	
20785000	-948.870040	1	1.793707671647	0.339582709837	
20790000	-949.335101	1	-0.302760149342	0.329124222987	
20795000	-950.271264	1	3.184849651081	0.311855311425	
20800000	-948.827559	1	2.155366687494	0.331131620090	
20805000	-948.976038	1	0.761027972070	0.316093457174	
20810000	-950.439300	1	1.977114593176	0.299820901396	
20815000	-950.205145	1	2.861137981367	0.352498560790	
20820000	-949.339231	1	0.348391913567	0.346048446481	
20825000	-949.077003	1	0.915263366414	0.313471517062	
20830000	-949.347209	1	-0.126795920489	0.339110204945	
20835000	-948.641166	1	1.669467666146	0.330308164440	
20840000	-949.611375	1	-0.264295242487	0.316441162273	
20845000	-949.618010	1	0.068895580560	0.311555594973	
20850000	-949.702488	1	0.790061139642	0.354094221980	
20855000	-948.818343	1	0.796066958594	0.338308242602	
20860000	-950.270401	1	-0.294998191673	0.307385693602	
20865000	-948.618523	1	1.506488091899	0.331258284044	
20870000	-948.916462	1	1.821137210240	0.317528007992	
20875000	-948.713818	1	1.870936781186	0.332039363781	
20880000	-949.267128	1	1.875648410559	0.311585166104	
20885000	-948.592792	1	1.326566368598	0.328928608104	
20890000	-948.727305	1	0.657212060910	0.325502187998	
20895000	-949.234894	1	2.589356637151	0.320591841521	
20900000	-949.050835	1	2.477635289227	0.333495362496	
20905000	-949.836806	1	3.027267106500	0.316024764730	
20910000	-949.515599	1	1.221909631529	0.352499304225	
20915000	-950.458190	1	0.132707769819	0.301912771505	
20920000	-954.283340	1	-3.066533063170	0.342174322034	
20925000	-949.008128	1	0.232430564731	0.321990052153	
20930000	-949.416780	1	2.782082351340	0.320080852048	
20935000	-949.830035	1	-0.580164241578	0.340752273642	
20940000	-950.033376	1	-0.540688640529	0.346131888125	
20945000	-949.245907	1	1.086900817516	0.348421991941	
20950000	-949.416436	1	2.339498642386	0.346164754441	
20955000	-948.675581	1	1.593959574395	0.334316603766	
20960000	-949.842371	1	-0.753306289859	0.333555404673	
20965000	-949.489336	1	1.523296711462	0.307526282481	
20970000	-949.512168	1	1.986846823892	0.308913174869	
20975000	-951.603519	1	1.732480710360	0.372948383349	
20980000	-949.193126	1	2.329172627876	0.316890124150	
20985000	-949.110005	1	0.713291432220	0.344650996667	
20990000	-951.468176	1	-0.695068843126	0.300473136232	
20995000	-948.882025	1	1.514296611431	0.316669316206	
21000000	-950.828737	1	1.129766244946	0.366690760936	
21005000	-948.768090	1	1.047323892026	0.338362045001	
21010000	-949.775821	1	1.847855566693	0.305322816109	
21015000	-948.882240	1	0.728524758033	0.339586413874	
21020000	-948.922265	1	1.141891109294	0.315620606929	
21025000	-948.683339	1	1.835194530232	0.329068301476	
21030000	-948.997293	1	0.920201191111	0.314845101254	
21035000	-948.999861	1	1.693793544777	0.343299217868	
21040000	-950.939494	1	-0.600341821651	0.304009865374	
21045000	-949.887233	1	-0.785374061600	0.334019236717	
21050000	-949.615071	1	-0.415436799283	0.319847307354	
21055000	-948.625246	1	1.596629801695	0.330161103122	
21060000	-949.819418	1	0.608055862794	0.305305110341	
21065000	-949.335983	1	2.767660533649	0.322313932673	
21070000	-948.825186	1	0.395711539836	0.329602794376	
21075000	-948.724918	1	1.723388373768	0.322387731528	
21080000	-950.060728	1	3.458720736743	0.336019263046	
21085000	-949.014309	1	0.088118125719	0.328492646495	
21090000	-950.430417	1	2.761391115343	0.304752854785	
21095000	-949.389622	1	-0.355738086553	0.327875232290	
21100000	-951.869842	1	3.846681907737	0.304428992146	
21105000	-949.664666	1	2.889098168754	0.342829413679	
21110000	-948.668784	1	1.271590605342	0.335347660710	
21115000	-948.919218	1	2.175054288460	0.336118753302	
21120000	-948.625374	1	1.568699828802	0.326541518502	
21125000	-948.856231	1	1.155982383228	0.341058913550	
21130000	-949.285644	1	-0.160141763384	0.335953320125	
21135000	-948.636191	1	1.584066172156	0.325692437070	
21140000	-949.464664	1	0.564946032484	0.349758223255	
21145000	-949.483945	1	2.418336888324	0.346500968141	
21150000	-949.397566	1	0.926343852908	0.308875701523	
21155000	-949.442778	1	1.695217568914	0.308499286994	
21160000	-948.850359	1	1.243006769448	0.341014381433	
21165000	-948.764814	1	1.267951488724	0.338735123926	
21170000	-950.048911	1	-0.936484100183	0.330926076654	
21175000	-949.461334	1	-0.316493580905	0.321513315733	
21180000	-948.642694	1	0.973278013853	0.332315261350	
21185000	-949.909973	1	1.702293862367	0.303549959716	
21190000	-948.821964	1	0.732642552736	0.320081442913	
21195000	-948.658034	1	1.459003274837	0.334408023308	
21200000	-949.123586	1	1.704716529243	0.345662500606	
21205000	-949.108715	1	0.556434245343	0.343472594636	
21210000	-948.869925	1	2.039904001807	0.336718760435	
21215000	-948.880686	1	0.460678357097	0.321925547450	
21220000	-949.081480	1	0.755677482008	0.314146425145	
21225000	-949.035162	1	0.598875744545	0.342246445310	
21230000	-948.733016	1	1.970194253187	0.328985966336	
21235000	-948.634972	1	0.955690711280	0.331294217458	
21240000	-949.808525	1	2.823998359390	0.312958047529	
21245000	-949.228476	1	-0.184702740790	0.329357183886	
21250000	-948.741373	1	0.621392483494	0.325477087212	
21255000	-948.891956	1	1.989954906960	0.319831884995	
21260000	-951.604838	1	-1.332769014277	0.307859821635	
21265000	-948.680659	1	0.805332928359	0.325330454622	
21270000	-949.012867	1	2.353491275635	0.335777284570	
21275000	-948.787580	1	1.315744088510	0.339380452812	
21280000	-950.737206	1	2.761797115838	0.301942724458	
21285000	-949.359834	1	2.045293558935	0.347786768340	
21290000	-949.317429	1	0.481391050408	0.346809635261	
21295000	-948.641303	1	0.873458816837	0.328736042522	
21300000	-948.897668	1	0.289344961989	0.331796311028	
21305000	-949.211049	1	0.390453505742	0.344013589333	
21310000	-948.733993	1	0.592707367677	0.327919047710	
21315000	-949.932575	1	-0.806112104305	0.324509415243	
21320000	-948.860902	1	0.393328175331	0.333398586874	
21325000	-948.628580	1	1.069900827836	0.325147465878	
21330000	-949.959424	1	-0.302536249836	0.348791530752	
21335000	-948.949879	1	1.334906646676	0.343249124247	
21340000	-950.128124	1	3.448503093118	0.321024775787	
21345000	-948.793335	1	0.790835574434	0.337450085501	
21350000	-948.636524	1	0.928970128964	0.330832985192	
21355000	-948.912685	1	0.244511207551	0.330113285633	
21360000	-949.031974	1	2.281596458238	0.338077243961	
21365000	-950.175442	1	3.014520848124	0.350005875761	
21370000	-948.625127	1	0.951213519282	0.328069648019	
21375000	-951.786491	1	-1.874020125450	0.319502645401	
21380000	-952.833053	1	1.884272339832	0.381943044077	
21385000	-949.743375	1	1.868672595718	0.354248497136	
21390000	-948.617047	1	1.561806056072	0.327808341673	
21395000	-949.023383	1	1.262937135695	0.313675552086	
21400000	-948.697871	1	0.753751048912	0.332429260077	
21405000	-950.206893	1	-1.053403240823	0.328911654546	
21410000	-952.361829	1	0.999497405074	0.379062927592	
21415000	-950.103188	1	3.509078223298	0.325174339175	
21420000	-949.779831	1	3.209245552166	0.336727076160	
21425000	-948.714429	1	1.530764852105	0.336465926294	
21430000	-948.774346	1	1.810928183882	0.336335757489	
21435000	-949.103096	1	2.586729334018	0.330932632552	
21440000	-950.147414	1	0.019090642106	0.305670120049	
21445000	-951.719260	1	-0.938569520276	0.362601497669	
21450000	-949.772954	1	1.866788205985	0.354630753236	
21455000	-950.499208	1	-1.052293556164	0.317500594314	
21460000	-950.667730	1	0.744494437310	0.297579835470	
21465000	-948.625142	1	1.551004826283	0.326223812348	
21470000	-948.791051	1	1.141238753520	0.339330718059	
21475000	-949.239526	1	-0.143427962382	0.334377773945	
21480000	-948.811230	1	2.033886595651	0.334258040850	
21485000	-948.903434	1	0.389827297492	0.335522175628	
21490000	-948.810762	1	0.489270905653	0.333201340201	
21495000	-948.839957	1	2.023783345458	0.322088965849	
21500000	-950.168774	1	3.473269212369	0.320792760462	
21505000	-949.693811	1	-0.279225666574	0.344379953926	
21510000	-949.436965	1	1.611583804026	0.350999423348	
21515000	-950.845134	1	4.022605854839	0.326502243162	
21520000	-948.930233	1	2.347916965562	0.328400491418	
21525000	-950.510057	1	3.782895055152	0.324264514630	
21530000	-949.282051	1	2.646713551768	0.320575815573	
21535000	-948.773137	1	0.696594601829	0.322213314332	
21540000	-951.122009	1	0.312695954193	0.295875037908	
21545000	-949.336861	1	0.308555115454	0.313349670469	
21550000	-949.998497	1	0.964895756008	0.358105530755	
21555000	-948.733971	1	0.770610386342	0.322843385656	
21560000	-949.308918	1	1.049360635686	0.349335845252	
21565000	-949.937603	1	1.589562526165	0.357425651825	
21570000	-948.849788	1	1.313867896310	0.341002810734	
21575000	-948.987885	1	0.777904528136	0.342538843216	
21580000	-949.085776	1	2.130397620461	0.316703898562	
21585000	-950.130385	1	3.297867004252	0.343824562867	
21590000	-949.487844	1	0.969968420275	0.351766226776	
21595000	-950.552386	1	2.208863851644	0.299895155967	
21600000	-948.801270	1	1.290536679304	0.339765047670	
21605000	-949.014295	1	2.229902287210	0.338438527550	
21610000	-949.811396	1	0.651853103032	0.354932196622	
21615000	-950.230692	1	3.457355494454	0.341716113869	
21620000	-949.999160	1	3.089978975622	0.314351283862	
21625000	-950.065488	1	3.438331222764	0.322664022813	
21630000	-948.768208	1	1.126902761905	0.338634652375	
21635000	-949.361523	1	2.892375162986	0.329618425694	
21640000	-950.506792	1	3.589700345380	0.316656172350	
21645000	-948.632988	1	1.037552718256	0.332368977421	
21650000	-949.771581	1	2.829813813043	0.313631327731	
21655000	-948.809735	1	1.280767931723	0.317934454609	
21660000	-948.632078	1	0.914544228405	0.328415808612	
21665000	-949.460644	1	0.652334607962	0.350187875476	
21670000	-948.614207	1	1.091245767844	0.331268060068	
21675000	-950.379839	1	3.613887053550	0.320300073361	
21680000	-949.770064	1	0.353254958825	0.307224599531	
21685000	-949.429092	1	1.618935490724	0.308445318592	
21690000	-948.735419	1	0.770369144187	0.334933019044	
21695000	-948.977349	1	2.214150739275	0.337510861673	
21700000	-950.453805	1	0.540989777395	0.299867717088	
21705000	-948.715753	1	1.921605297044	0.327782591431	
21710000	-950.890770	1	0.832463167943	0.295797314248	
21715000	-949.536670	1	-0.489625523771	0.332540526622	
21720000	-949.042442	1	1.518659101556	0.344795837659	
21725000	-949.979986	1	1.928729433821	0.356889410075	
21730000	-949.310796	1	2.838198414403	0.328999488065	
21735000	-949.313661	1	-0.176530445374	0.322165175899	
21740000	-948.682576	1	1.310212518177	0.335918634641	
21745000	-949.749716	1	2.143461646144	0.307039235685	
21750000	-948.630089	1	0.951153789852	0.330545370050	
21755000	-949.984282	1	0.120476375693	0.306565526235	
21760000	-949.960986	1	0.371312182304	0.305082295978	
21765000	-951.929931	1	-1.462186449033	0.306754109209	
21770000	-949.263812	1	0.018962181222	0.339924951403	
21775000	-949.415515	1	0.960986041289	0.308564252446	
21780000	-949.335249	1	1.032168767122	0.349700744306	
21785000	-950.457986	1	3.493980363476	0.345738779603	
21790000	-948.595346	1	1.250852750246	0.327428812515	
21795000	-951.317366	1	-1.148588265299	0.354849707539	
21800000	-949.313689	1	0.639374542777	0.347824815127	
21805000	-951.148400	1	-1.256605580916	0.350276088032	
21810000	-949.187675	1	0.346379034332	0.343049017979	
21815000	-948.669275	1	1.022296354766	0.323137981766	
21820000	-950.290363	1	3.652470458964	0.334549193862	
21825000	-948.752194	1	1.167543293520	0.338242138169	
21830000	-949.795388	1	2.513710818569	0.350510664088	
21835000	-949.782299	1	1.124361332547	0.304305641758	
21840000	-948.749146	1	1.616375984182	0.337198151649	
21845000	-950.479494	1	-0.217265200927	0.304438783224	
21850000	-949.076025	1	0.875623232789	0.344856066755	
21855000	-950.346260	1	2.601808251751	0.356940887897	
21860000	-949.823248	1	-0.355068963675	0.314197241909	
21865000	-948.870067	1	2.139639684463	0.323209384560	
21870000	-950.478255	1	-0.784237033811	0.311755306694	
21875000	-949.172831	1	-0.102476471420	0.331987020849	
21880000	-948.604417	1	1.279050354483	0.331354096917	
21885000	-949.625332	1	3.034483610210	0.337919837917	
21890000	-949.275018	1	1.450214733494	0.348919796098	
21895000	-949.404613	1	0.580785266681	0.348930755016	
21900000	-949.379655	1	1.071492437158	0.308777665870	
21905000	-948.865400	1	1.730385919386	0.318087294873	
21910000	-949.018824	1	2.469679223631	0.326982916822	
21915000	-949.575609	1	-0.003264712275	0.346353655033	
21920000	-949.593056	1	1.644750334620	0.353058711574	
21925000	-950.946905	1	2.663569868385	0.299478266945	
21930000	-948.652159	1	1.231727891830	0.323026929336	
21935000	-951.244905	1	4.173150187295	0.320931225656	
21940000	-953.425744	1	-2.085624911960	0.362426898212	
21945000	-949.086305	1	0.210075954425	0.319884834676	
21950000	-948.696472	1	0.689804741899	0.328133666067	
21955000	-949.853821	1	3.333284485971	0.326927568461	
21960000	-949.055573	1	0.739535330187	0.343732657501	
21965000	-950.390168	1	-0.980752383798	0.342985779836	
21970000	-953.287528	1	0.250782250736	0.383886397767	
21975000	-949.125331	1	2.396554213381	0.338807116462	
21980000	-952.275343	1	1.824729090876	0.287762772536	
21985000	-950.272988	1	2.776352024207	0.354368973167	
21990000	-948.849672	1	1.487700416670	0.317305073328	
21995000	-948.968174	1	2.166155226686	0.338044160244	
22000000	-948.903646	1	1.885462018807	0.318380477840	
22005000	-948.708048	1	1.782540859846	0.333632292290	
22010000	-949.180303	1	-0.030255879972	0.335883167382	
22015000	-948.763798	1	1.683894030956	0.320588820914	
22020000	-949.134638	1	0.903363768887	0.312587683363	
22025000	-949.852594	1	1.870046824131	0.355603981844	
22030000	-948.724179	1	1.926472148527	0.331011385370	
22035000	-949.649857	1	2.759780643425	0.314569532030	
22040000	-948.631866	1	1.183917450167	0.324215906840	
22045000	-948.867411	1	2.233453991029	0.330833379116	
22050000	-951.505377	1	1.498813667861	0.372481190167	
22055000	-951.494623	1	-0.043345544410	0.368559584229	
22060000	-949.495012	1	-0.225253512911	0.340929418653	
22065000	-949.222019	1	0.017535260284	0.319920022326	
22070000	-949.569956	1	-0.281556465747	0.317666933893	
22075000	-949.661014	1	-0.581215087152	0.324773276748	
22080000	-948.601335	1	1.104391829278	0.328647252492	
22085000	-948.883377	1	0.291220791691	0.329707743548	
22090000	-949.133796	1	2.608417215838	0.325882879257	
22095000	-948.871198	1	2.236815545776	0.331099141294	
22100000	-948.696086	1	1.655205239286	0.334728960650	
22105000	-954.361532	1	4.687979881608	0.370973963424	
22110000	-948.624173	1	1.008578170361	0.331121908271	
22115000	-949.756554	1	2.617902910027	0.311012705717	
22120000	-948.831599	1	0.914708869093	0.318410124903	
22125000	-949.063298	1	0.116559182076	0.335371897676	
22130000	-950.143532	1	2.704458796712	0.307186367779	
22135000	-950.963316	1	2.537694788826	0.298522817668	
22140000	-948.832203	1	0.784098569198	0.338628280028	
22145000	-949.922814	1	1.134381297326	0.302962204050	
22150000	-949.748371	1	2.508367187344	0.309944334152	
22155000	-949.750628	1	3.230272152503	0.325386954980	
22160000	-948.710826	1	1.692203938731	0.335026160157	
22165000	-949.282747	1	-0.074093277949	0.320280665608	
22170000	-950.010452	1	-0.712898771068	0.341644654105	
22175000	-951.291688	1	-1.520959972485	0.345767645056	
22180000	-948.717798	1	1.907821634124	0.326563855627	
22185000	-949.591129	1	1.402037393380	0.306236343403	
22190000	-949.877949	1	1.834675440024	0.356044998715	
22195000	-949.023275	1	2.444896547142	0.325021938452	
22200000	-948.697961	1	1.819174253921	0.332150613110	
22205000	-948.998202	1	2.422259792869	0.325723784578	
22210000	-949.148469	1	0.001141468351	0.322901022166	
22215000	-949.129559	1	1.782319119426	0.345399575235	
22220000	-949.459580	1	2.985104193065	0.331464092369	
22225000	-948.641293	1	0.873532228962	0.328688682247	
22230000	-949.033972	1	1.986517202278	0.316345229139	
22235000	-949.750302	1	-0.430926630307	0.342552406404	
22240000	-948.754313	1	1.809802043741	0.335532437808	
22245000	-948.890226	1	1.972331430942	0.319663511468	
22250000	-949.265966	1	1.496493762696	0.310253239796	
22255000	-952.040527	1	-0.623208389866	0.369015780236	
22260000	-952.401312	1	-0.404302927066	0.373840934847	
22265000	-949.475907	1	-0.313595695571	0.338067440075	
22270000	-949.075151	1	2.252408796731	0.318519324150	
22275000	-949.016707	1	2.477542105085	0.329410080464	
22280000	-949.444029	1	-0.382111141780	0.325162632497	
22285000	-948.888900	1	2.213991192633	0.324328292614	
22290000	-949.442033	1	2.567006707516	0.343742352188	
22295000	-948.878130	1	1.498306520995	0.341368296951	
22300000	-952.130446	1	2.997676710155	0.293635696048	
22305000	-949.202616	1	1.719826399184	0.346992378619	
22310000	-951.869653	1	-1.528737670182	0.308643598499	
22315000	-949.100433	1	2.163923859971	0.316772501185	
22320000	-948.773762	1	1.676202137078	0.337605639276	
22325000	-948.768637	1	0.768035012581	0.336316794309	
22330000	-948.828235	1	0.848700977794	0.318916546351	
22335000	-948.979591	1	2.184448254856	0.338108086059	
22340000	-948.673332	1	1.617085363373	0.323636382194	
22345000	-948.782641	1	1.896765520824	0.335506629681	
22350000	-948.676944	1	0.879468702758	0.324247820720	
22355000	-948.887133	1	2.018359211147	0.337654570712	
22360000	-950.266379	1	1.751276697595	0.300531372589	
22365000	-949.749629	1	2.800124928644	0.346143197885	
22370000	-949.094069	1	0.115883884019	0.336644556097	
22375000	-950.237259	1	3.218762704152	0.312947012846	
22380000	-949.051211	1	1.826973962218	0.343612744723	
22385000	-950.168473	1	3.472068152876	0.320755026677	
22390000	-949.439673	1	2.442594894049	0.313725411923	
22395000	-948.695367	1	0.773673367077	0.332696671303	
22400000	-948.628575	1	1.229810533894	0.333223723859	
