Options:
Model:                           Independent Contrasts
Tree File Name:                  all_flower_length.Nex.trees
Data File Name:                  all_flower_length_log.txt
Log File Name:                   Varrates_cacti_flower_length.Log.txt
Save Initial Trees:              False
Save Trees:                      True
Summary:                         False
Seed:                            12345
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   5000
Iterations:                      50000000
Burn in:                         20000000
MCMC ML Start:                   False
Schedule File:                   Varrates_cacti_flower_length.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Branch:                 True Threshold 0.000000
RJ Local Node:                   True Threshold 0.000000
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
RJ Local LandscapeBL:            False
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        VRBL - sgamma 1.10 1.00 
        VRNode - sgamma 1.10 1.00 
Tree Information
     Trees:                      1
     Taxa:                       774
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	No RJ Local Branch	No RJ Local Node	
21100000	-474.534293	1	1.085268573786	0.023340257926	78	39	
21105000	-488.505432	1	1.758827635763	0.024114247212	76	37	
21110000	-494.320587	1	1.365938636553	0.020502583482	72	43	
21115000	-488.411103	1	1.824178692871	0.021226166410	73	37	
21120000	-464.325926	1	1.271336880491	0.021260648198	72	35	
21125000	-490.859196	1	1.693695894418	0.021687447461	66	40	
21130000	-480.152954	1	1.423666000814	0.019665065022	78	48	
21135000	-473.577095	1	1.589196684848	0.021415285546	69	51	
21140000	-492.340180	1	0.720756977367	0.023390679453	74	43	
21145000	-488.076227	1	0.479597274014	0.020506571526	86	39	
21150000	-480.651289	1	1.609353278605	0.019912608248	72	43	
21155000	-471.877077	1	1.139811371519	0.021100878430	62	49	
21160000	-501.243790	1	1.455585019925	0.025257909462	60	38	
21165000	-483.557490	1	2.409186367288	0.025790484576	57	37	
21170000	-488.342401	1	1.979034259149	0.022475969964	60	44	
21175000	-508.505071	1	0.422229976231	0.020931711525	64	45	
21180000	-492.641861	1	1.498650119955	0.027698134926	67	48	
21185000	-488.140172	1	1.420160310446	0.029409719897	64	51	
21190000	-498.101145	1	0.812387296795	0.029716959158	68	46	
21195000	-479.414393	1	0.589387668081	0.025089507424	72	47	
21200000	-499.085549	1	1.556960271564	0.029257092428	58	39	
21205000	-487.128592	1	0.900800790382	0.026961581033	68	38	
21210000	-500.264238	1	0.297384894901	0.027986475714	60	41	
21215000	-522.515580	1	1.220135781492	0.029788920602	55	40	
21220000	-496.535429	1	1.542915828353	0.025901494371	64	47	
21225000	-499.270243	1	0.415418183917	0.028056752407	75	44	
21230000	-495.346803	1	1.330090299011	0.023803807478	75	40	
21235000	-493.224491	1	1.347430619978	0.025623559355	78	36	
21240000	-499.181336	1	1.200809994019	0.026169682429	80	38	
21245000	-510.431672	1	1.504955040516	0.030380911320	74	46	
21250000	-497.437835	1	0.729133762443	0.027781701264	72	46	
21255000	-485.883552	1	1.718031303126	0.028842349880	62	41	
21260000	-491.575779	1	1.321811741380	0.026707472473	59	46	
21265000	-485.442298	1	1.282711453682	0.026206362745	60	44	
21270000	-479.240656	1	1.564318201938	0.026024347918	63	42	
21275000	-485.952303	1	1.438691351546	0.022314674054	72	43	
21280000	-474.676405	1	1.592226643916	0.019268789700	64	48	
21285000	-503.801710	1	1.206157496533	0.018482959908	59	50	
21290000	-490.217076	1	0.935370579684	0.019739304832	73	41	
21295000	-490.728557	1	1.813292025825	0.020194982088	78	42	
21300000	-498.516963	1	1.314894483180	0.020927832227	76	37	
21305000	-493.722931	1	1.363658525030	0.021489960445	69	40	
21310000	-495.750535	1	1.846293277747	0.020391976707	74	44	
21315000	-469.673636	1	1.047583036623	0.019129291456	71	47	
21320000	-489.397758	1	0.383480609206	0.023039112684	83	44	
21325000	-497.483796	1	1.412223928256	0.022200859838	78	40	
21330000	-474.030436	1	1.013543822628	0.019785133978	83	43	
21335000	-512.066276	1	1.195787823466	0.021197679316	80	45	
21340000	-506.502966	1	1.315158897433	0.020739905826	85	42	
21345000	-494.740589	1	0.729906800582	0.022474377143	77	44	
21350000	-491.352270	1	1.554384725048	0.021864329626	74	41	
21355000	-474.297453	1	0.662300709505	0.020686268815	83	40	
21360000	-488.088295	1	1.789179505126	0.018920622577	77	33	
21365000	-480.141843	1	1.355452412702	0.018162069497	77	43	
21370000	-494.240804	1	1.067049722808	0.019665569093	84	49	
21375000	-500.969059	1	1.478170431838	0.017704281907	64	38	
21380000	-499.839513	1	1.060377681048	0.021122288538	71	37	
21385000	-493.781733	1	1.551583144670	0.018166135377	82	49	
21390000	-485.058196	1	1.458460470947	0.019314042180	75	42	
21395000	-504.762138	1	1.021774000314	0.020842871255	73	40	
21400000	-491.630697	1	1.493996754189	0.017985236316	82	48	
21405000	-486.558064	1	1.272370810133	0.018514090912	70	47	
21410000	-491.491372	1	1.089428490398	0.017607817869	65	51	
21415000	-483.312623	1	0.912722231832	0.018260668740	62	41	
21420000	-517.792859	1	1.201728360288	0.020687993449	58	45	
21425000	-489.776799	1	1.711842889374	0.020217101967	58	46	
21430000	-495.828222	1	0.861524966006	0.023874949612	55	46	
21435000	-485.437353	1	1.616340369522	0.019066787181	58	49	
21440000	-493.570147	1	1.391091336111	0.017079437832	64	41	
21445000	-503.487330	1	0.868982233691	0.019133185824	66	38	
21450000	-498.485295	1	1.951301728800	0.016587313026	78	50	
21455000	-492.150481	1	0.824990189422	0.017748050998	72	44	
21460000	-505.683705	1	1.625519149625	0.019945331636	72	43	
21465000	-492.062526	1	0.616607712766	0.020673996852	71	45	
21470000	-508.232271	1	1.469865638419	0.021863296385	60	45	
21475000	-491.167618	1	1.074697999094	0.021686033961	62	44	
21480000	-507.328420	1	1.375428500447	0.027810777575	66	39	
21485000	-496.171428	1	1.480300775393	0.025026527855	74	47	
21490000	-500.274708	1	0.799281682200	0.022847040547	74	41	
21495000	-500.528085	1	1.480027790787	0.025197623058	65	51	
21500000	-493.578694	1	1.388993640784	0.025866413989	69	52	
21505000	-498.380915	1	0.516746333369	0.026740028835	72	43	
21510000	-488.541463	1	0.935543595658	0.024815631320	84	42	
21515000	-481.846791	1	1.305664098595	0.026763425860	76	41	
21520000	-496.107573	1	0.851106525851	0.022408915140	79	46	
21525000	-497.724368	1	0.986906406468	0.022452385494	74	49	
21530000	-484.046579	1	1.620994274018	0.024800214504	69	47	
21535000	-476.677116	1	1.142406952695	0.024659956992	66	42	
21540000	-475.806048	1	1.294706653962	0.024968564613	51	39	
21545000	-489.330558	1	1.243314512185	0.025761482480	66	49	
21550000	-488.817170	1	1.652611344132	0.019483306505	71	42	
21555000	-483.682503	1	1.181641575354	0.022406985784	71	44	
21560000	-490.603687	1	0.791758253610	0.025021647255	81	35	
21565000	-491.913947	1	1.499319585738	0.024092183980	65	41	
21570000	-496.978344	1	0.768198128844	0.026482423872	70	42	
21575000	-516.194796	1	1.557286042799	0.027449430732	63	38	
21580000	-492.129593	1	1.712745931276	0.025581983750	56	39	
21585000	-505.840331	1	1.028890119111	0.024136023679	60	41	
21590000	-490.783791	1	2.309911382150	0.019084550373	76	39	
21595000	-507.179276	1	0.798151004751	0.021439168534	80	43	
21600000	-481.365510	1	1.450680622984	0.022198754020	77	40	
21605000	-468.676709	1	1.007551029302	0.020242675223	76	38	
21610000	-461.363099	1	1.097451801312	0.020584660744	72	43	
21615000	-496.513572	1	1.638152791993	0.021381906525	70	40	
21620000	-497.540648	1	0.978962183527	0.024054550795	67	39	
21625000	-483.038668	1	1.467956145312	0.021625083180	75	38	
21630000	-496.113742	1	1.205031967426	0.019817736490	79	42	
21635000	-505.706536	1	1.468036440814	0.020254747651	66	40	
21640000	-502.164975	1	0.964867966801	0.019546063856	71	45	
21645000	-468.257707	1	1.602133062694	0.018370825279	68	44	
21650000	-475.920830	1	1.007747543353	0.016829385163	80	46	
21655000	-482.470161	1	1.518079726578	0.018720572793	84	39	
21660000	-504.835922	1	0.887269976081	0.025759289292	77	48	
21665000	-508.254942	1	1.357079695017	0.027387529113	65	41	
21670000	-478.679380	1	0.811378457309	0.021480917584	73	46	
21675000	-504.435783	1	1.276924674774	0.025080410879	72	51	
21680000	-489.385995	1	1.338310508076	0.019110098731	74	55	
21685000	-476.125546	1	1.533959871961	0.019757480969	76	44	
21690000	-479.389049	1	1.496508758765	0.023054614192	66	40	
21695000	-487.594470	1	1.284282974732	0.025549980751	75	35	
21700000	-483.710872	1	1.726355960007	0.026130424623	77	44	
21705000	-471.752450	1	1.063858763905	0.029027895457	81	43	
21710000	-500.938745	1	1.045881582758	0.025813713634	69	44	
21715000	-483.176925	1	0.757775556395	0.024839023969	69	46	
21720000	-502.219066	1	1.053102861119	0.030731542092	68	43	
21725000	-488.942918	1	1.652100162584	0.030946844817	63	49	
21730000	-491.776911	1	0.629382272724	0.031373160431	64	37	
21735000	-485.835314	1	1.864741448160	0.031000192480	67	45	
21740000	-481.954247	1	1.555731768432	0.031062367100	69	43	
21745000	-488.650940	1	0.526077769822	0.032165342601	83	39	
21750000	-481.399447	1	1.280104812816	0.030877120969	69	43	
21755000	-468.972143	1	0.757832489122	0.023664348649	68	43	
21760000	-475.048204	1	1.582530811342	0.014882803699	70	45	
21765000	-464.678222	1	0.901937141001	0.015645628895	91	44	
21770000	-482.589654	1	0.995865824127	0.017385146872	88	37	
21775000	-479.932763	1	1.290354433798	0.017094984932	88	38	
21780000	-491.817943	1	2.112675628310	0.017583934326	89	41	
21785000	-509.676608	1	1.306583505323	0.019162375926	86	43	
21790000	-493.427381	1	1.167064549766	0.016555460013	84	40	
21795000	-520.181366	1	1.386052775574	0.025078802730	86	30	
21800000	-476.403403	1	0.707549058636	0.017904251153	85	45	
21805000	-490.116346	1	1.100548091783	0.022243881491	79	42	
21810000	-465.989322	1	1.370170527966	0.017723026943	80	44	
21815000	-479.946651	1	1.129904959341	0.018845679754	64	42	
21820000	-474.141605	1	1.408104139922	0.018616845249	78	37	
21825000	-487.321524	1	1.151379674789	0.022333734384	80	30	
21830000	-493.755863	1	1.415814784892	0.021364591717	87	36	
21835000	-495.603644	1	0.945955290817	0.024121421403	79	36	
21840000	-478.916322	1	1.242629513494	0.021269213800	87	38	
21845000	-493.303689	1	1.846634975214	0.023359770811	79	35	
21850000	-506.270102	1	1.457836642514	0.022013276735	70	34	
21855000	-480.971497	1	1.329812817961	0.023929190812	67	36	
21860000	-479.365678	1	1.651555620523	0.020806838047	66	41	
21865000	-504.938809	1	1.341865456244	0.022736023441	67	45	
21870000	-496.768547	1	1.664577056194	0.028058034236	68	52	
21875000	-506.594358	1	1.678712552639	0.025875701501	62	43	
21880000	-499.461648	1	1.005021163754	0.022122117126	66	50	
21885000	-486.762247	1	1.183559467773	0.020456701627	66	48	
21890000	-496.517855	1	1.596344036092	0.024611990804	71	43	
21895000	-502.140698	1	0.739688656499	0.018409124582	69	49	
21900000	-485.377394	1	1.107756765744	0.019423524912	69	44	
21905000	-499.088887	1	0.411779165374	0.019002032364	54	43	
21910000	-505.369041	1	1.634874797914	0.024459312699	55	40	
21915000	-481.294155	1	0.687831618037	0.022818241859	60	36	
21920000	-491.640720	1	0.700334720812	0.022715534883	63	32	
21925000	-494.502484	1	1.266107429437	0.019990532139	62	33	
21930000	-498.270037	1	1.804217489230	0.020210945736	72	30	
21935000	-501.545780	1	1.187781912026	0.018983187222	66	40	
21940000	-494.140611	1	1.055672848220	0.022962744934	61	37	
21945000	-486.151492	1	1.470546520553	0.020695837106	68	43	
21950000	-479.651269	1	0.902713208276	0.018844847844	70	44	
21955000	-478.352221	1	1.769989086626	0.019568638399	74	45	
21960000	-475.711804	1	1.543094630058	0.019671569503	77	33	
21965000	-476.346430	1	1.519118691027	0.021877798977	81	43	
21970000	-489.847502	1	1.314271972740	0.018712680262	78	44	
21975000	-502.360010	1	0.777824128944	0.022793629312	81	36	
21980000	-477.150076	1	1.241975326870	0.020708012346	78	48	
21985000	-483.086617	1	0.516679187354	0.019758293784	70	44	
21990000	-482.558602	1	1.856865865987	0.022924102492	69	36	
21995000	-499.117627	1	1.642190278624	0.022373609556	64	41	
22000000	-502.092309	1	1.578088141917	0.022292919646	65	33	
22005000	-488.032648	1	0.892593254514	0.020192211837	65	44	
22010000	-495.159325	1	1.138408730100	0.021410672014	69	35	
22015000	-487.491263	1	1.797017917512	0.021139359507	68	40	
22020000	-481.486159	1	1.541926133970	0.021054760613	70	41	
22025000	-500.172331	1	2.012669447139	0.019035519207	61	43	
22030000	-484.817229	1	0.882144785752	0.019389702230	66	43	
22035000	-476.743976	1	0.722120057189	0.019534586304	70	46	
22040000	-485.996502	1	0.742588102417	0.019797772008	69	53	
22045000	-481.057225	1	0.911657609423	0.021622369542	71	45	
